"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88"
"hsa-miR-1277-5p",0.268358198293809,0.702982700707057,0.46907229144466,0.321790409215424,0.456001426464003,0.748667431357913,0.946674720085506,0.462485150209047,0.41557483857359,1,0.770998590539323,0.398292751647239,0,0.634861024164976,0.601314807343561,0.742159028845788,0.945870208006888,0.327686084973954,0.702982700707057,0.472700081057816,0.606851362353098,0.310749146868713,0.416118509042834,0.264779365480917,0.601314807343561,0.245057434324924,0.754069412712499,0.705816835878001,0.754069412712499,0.265138543380436,0.946309915470547,0.393986053093946,0.280872206795218,0.874789987584346,0.521111085110482,0.413178881280499,0.628268309178577,0.451702277670811,0.714094326869132,0.351462440765178,0.442852481386313,0.690210801579966,0.381131799628087,0.592173623823609,0.742159028845788,0.725701272254499,0.680417126584975,0.446675503672913,0.386130269769231,0.528958059764357,0.372811376329231,0.430632256600397,0.631692761474749,0.446350053502649,0.37513745029007,0.720771854875894,0.550301337495065,0.71335442391588,0.346825821709417,0.470454326306659,0.550641885439491,0.452932760230923,0.373270485138829,0.514866177443844,0.534310668544095,0.471860322261471,0.409271742212075,0.528833147744197,0.613545409098551,0.527380089165257,0.670289523070161,0.446305261283394,0.376479076740164,0.527491045426537,0.510750040900477,0.52452178253077,0.361284112386416,0.596087635937769,0.575919089923651,0.384356270753936,0.515381723095742,0.448135299951539,0.47412722291067,0.490750478371886,0.512653188132759,0.458099289931137,0.506563915454213,0.470543636233963
"hsa-miR-4768-3p",0.349991536914417,1,0.536084525024829,0.369528213945218,0.482300186639751,0.884215864488013,0.665520568444651,0.533331948638394,0.473622217574853,0.740378297397881,0.877768790458646,0.481745353597983,0,0.650994312715578,0.6317336405783,0.844400587708476,0.671108141402469,0.364953366473029,1,0.525999928872212,0.610330715360946,0.322340345855041,0.435969440705969,0.329054518943316,0.603267121723681,0.312543893697284,0.838720091840433,0.946195665832515,0.854409225142571,0.320463773303691,0.668253966452352,0.436043001022542,0.322340345855041,0.640540519787416,0.48938913446607,0.438733282490465,0.595216476967696,0.523576449992969,1,0.421298111608857,0.412029040749956,0.753597770632456,0.455222269953502,0.628774349016973,0.787478846422244,0.772772226942652,0.735204906055631,0.49562195871394,0.446518368295448,0.5527543196674,0.439861229177634,0.485129416508237,0.633928895408793,0.479237640241886,0.439402521941507,0.751531723542585,0.579717606981389,0.769445083414043,0.421298111608857,0.500933313081555,0.573805158989493,0.475809225395446,0.438503714994667,0.516912870844713,0.540748586097468,0.492071359721582,0.458933535513688,0.564617698164369,0.617372542167241,0.529641026228506,0.702731001458267,0.48789809263086,0.437578619614174,0.544706742094102,0.529826409570366,0.549309547602885,0.424664918026246,0.609508226837792,0.608842127166641,0.444617005246138,0.534606098805094,0.482059887110901,0.513198717601304,0.511452920828306,0.519332782199554,0.492112341625758,0.51751330075778,0.500555918411243
"hsa-miR-19a-3p",0,0.380989508646712,0.157594076836012,0,0.188810839604724,0.54824725609696,0.802282204443792,0.15398399110542,0.0946411674562715,1,0.60532315482444,0.116522430403039,0,0.804834915779135,0.731115583110815,0.622533834596661,0.80485224150783,0.0218882605591261,0.36609350757153,0.161187107224463,0.759252788282813,0,0.0801785596809264,0,0.740936624245368,0,0.640869241491944,0.45672769294834,0.586906536981111,0,0.823654949139033,0.0855417087035885,0,0.683240750388933,0.205194908419044,0.228313535393934,0.344933959394947,0.147205769735922,0.391289428326249,0.0947376588452667,0.267837458870344,0.528718010629682,0.135644220895611,0.39300260216279,0.510874509980223,0.504564391328581,0.474677854327554,0.160480287485817,0.12232981449256,0.312418808105717,0.121566735123286,0.146704220131386,0.413436674499533,0.176096722922819,0.106150623294742,0.491268171344667,0.381521869109,0.522424130299585,0.103767652643438,0.200710067616149,0.305963252490668,0.220770300760313,0.11055412812909,0.257427640490423,0.267503772643667,0.222879518616602,0.135599427814837,0.299443542704488,0.352448018845713,0.267507495781482,0.487019463785555,0.164734921721492,0.111931101295062,0.2678338132979,0.262345091710073,0.27429462134167,0.0971746740398358,0.34603950827298,0.349616344550003,0.117449408756314,0.261928695135985,0.176491359953092,0.244872643977634,0.225610653175953,0.229473807993454,0.2011305325072,0.238780294431558,0.228356616676688
"hsa-let-7e-5p",0.166525859970522,0.577088440413625,0.38400467935758,0.280714428352233,0.47029052068352,0.668947196021278,0.75595712343355,0.38862640137128,0.380513581701486,1,0.732690439978898,0.314233763616101,0,0.792357606825849,0.66997995244541,0.615956532071338,0.789648237211243,0.338291554407749,0.587231318294449,0.403641134183954,0.697953640359457,0.399632178721796,0.402023181823671,0.233412248749939,0.648053188323786,0.233600435183946,0.744953949171936,0.666786562569773,0.732139544465168,0.335723780154522,0.793711322033116,0.392701288569285,0.291422639103756,0.73970171819842,0.503571321304419,0.441327381801873,0.629607650041965,0.380290547860346,0.576812158617764,0.304315802309432,0.471232137854812,0.854529161410684,0.364854936372635,0.612573409035374,0.87800587500618,0.868569024414019,0.735690265812054,0.427008221014958,0.341224007862124,0.532238137364655,0.31990563551261,0.403602748600081,0.649735947326734,0.431074628573182,0.320791170671991,0.813685829508408,0.661191442385383,0.869549915694208,0.305367232276037,0.444921141377605,0.551660647987403,0.468823401214759,0.325415484998706,0.508447918176463,0.51290533973466,0.474367395976448,0.384768351670174,0.544245587289747,0.580553022979197,0.520083170449051,0.726792290091844,0.409831242345298,0.331852728945223,0.519711248754084,0.503652759654399,0.505809736886321,0.319191962915706,0.584208676499721,0.580354381070681,0.346175324854561,0.506966155691853,0.425072265229981,0.476341100801715,0.475473342174183,0.499945328973211,0.442711967906877,0.498788186199343,0.460980441979066
"hsa-miR-766-3p",0.266521111720252,0.582180604199582,0.442463710261268,0.302437654159711,0.401682080715959,0.654006470624007,0.767109415801823,0.443084744933533,0.388261400594287,0.786836133349871,0.759087690047966,0.373577777990193,0,0.655272085158044,0.61969493629297,0.618851169656707,0.701898815720221,0.316455039186916,0.566600731831412,0.446553991507474,0.605281546648149,0.33235965234774,0.374132447444923,0.253775457780412,0.575825314479409,0.252639927342578,1,0.634477791697436,0.964431051939614,0.296494914284699,0.701898815720221,0.347250800803509,0.253860278070322,0.631387807148527,0.431347602952863,0.370792478325557,0.566066298389161,0.424676100448957,0.577810071205659,0.327457446657889,0.405283413671491,0.660562847586045,0.374092108922175,0.534926035728125,0.701898815720221,0.699294866870574,0.630758140587168,0.422834851100677,0.362105190173058,0.473497952103618,0.347986834322698,0.405953503246936,0.583962209119579,0.421610761997475,0.349338697054784,0.676034295510956,0.502516997359064,0.698246026562381,0.327217168941067,0.428143998466136,0.507435871615525,0.404545397721706,0.352210865887373,0.454361861393221,0.479410683534565,0.422782291390378,0.385531351400213,0.487209031636943,0.551826189240346,0.467378845220853,0.63092157595513,0.408020930715963,0.355118845185938,0.474937680198655,0.45912960953874,0.481625197074317,0.341762306282531,0.539454433963567,0.529090864483588,0.365086218253626,0.465084696927357,0.409543056229206,0.42283268186575,0.445665384760004,0.463729892639358,0.414012025092564,0.456282601594837,0.423218183092542
"hsa-miR-30c-5p",0.168782729539865,0.559933154514791,0.329303246564208,0.219900421131009,0.356924503472606,0.696071068554579,0.655972000482698,0.32615394587301,0.315269141103112,1,0.888937352337524,0.235435723631709,0,0.731034489821748,0.543874102917237,0.550715816238122,0.716596851351854,0.228202029959801,0.506406037523741,0.335953662137813,0.554666912033368,0.239553054439561,0.313547909061453,0.16415420182998,0.504009563549666,0.167871828181855,0.864795567225271,0.632606519491579,0.774122260527332,0.206426144605538,0.74665204681567,0.283316793786736,0.219900421131009,0.563178321066332,0.376771114278102,0.37281984948577,0.510082482407342,0.305942104035376,0.524025721455921,0.25121889185551,0.403714644460929,0.656117611204322,0.292371917048729,0.488681361727385,0.669072252039222,0.650823308231592,0.590912767845775,0.318483612908343,0.296224828108469,0.421006129400319,0.290982814513125,0.309101467048245,0.516332732174725,0.333599951324185,0.26487845880446,0.6162798203546,0.437850562307489,0.679903288061821,0.230053162755736,0.353340953201382,0.442150350840205,0.368909580225271,0.263847069953906,0.415619207528657,0.418145390079209,0.376959542287294,0.299597130014034,0.434563218308374,0.490750666672321,0.430497633931103,0.597136497086968,0.332425264140131,0.268450505916681,0.416433575782943,0.408605313539882,0.409420222553893,0.26279549932597,0.498433160554927,0.481290809748217,0.273988881817077,0.409532660124917,0.339310046116764,0.387499894197686,0.37902021762152,0.394483910995617,0.348460704256272,0.399935599589371,0.368835731465837
"hsa-miR-181a-5p",0,0.475609454314305,0.174355175659045,2.03185284995938e-06,0.19607155323988,0.519141781335934,0.746122596427087,0.168894983759983,0.12114851616602,1,0.589914429395185,0.118292131305892,0,0.780007489233276,0.667555012665616,0.53439112097524,0.780408556568021,0.0422411085785545,0.475609454314305,0.174328686786675,0.725709577709078,0.0510795898058401,0.116717748450568,0,0.673667084190575,0,0.607076199538141,0.523864077607256,0.523864077607256,0,0.795677425923742,0.090895123184593,0,0.402251768483303,0.21869698541717,0.164383187986791,0.409413823784925,0.162635373329445,0.462813596404579,0.0540282173249947,0.218263984412417,0.374627511650179,0.116098971044903,0.349064508663546,0.45746605629257,0.45746605629257,0.452920927280041,0.162635373329445,0.101734786494371,0.277311017450134,0.09267062818784,0.155807706716378,0.414623353050704,0.17205140550149,0.0782981022077713,0.458014101251446,0.339472285252224,0.379484143622196,0.0594896958932332,0.183424958574964,0.289692047805022,0.192133144452711,0.083511581979381,0.245534358785792,0.257799815406068,0.206574931854801,0.126547273499404,0.274393776733048,0.340356808075057,0.26005340636721,0.424410045165549,0.156514211986771,0.0880330043797395,0.258258655401669,0.240895591512557,0.25053769385027,0.0777990508035926,0.337359242212932,0.319633870507694,0.0987681736172706,0.245730696532137,0.163638319160004,0.207966849799136,0.214364609886781,0.235734676799403,0.176003683549241,0.236174017218794,0.195941074437331
"05200",0.230476742754154,0.516585517206188,0.332544558188875,0.252624562461933,0.367636378372324,0.567049608053236,0.850929521758965,0.305934165420558,0.248995033975352,1,0.660875686184235,0.253444213544889,0,0.812760812202804,0.794616498989349,0.526222508023858,0.8556461010616,0.255154340441996,0.504341716474623,0.331722439216203,0.797910300650352,0.285160294618765,0.258650148973671,0.230476742754154,0.760984216641125,0.216965328424043,0.693453632647519,0.57385141374996,0.62111960288574,0.268495073164707,0.851906052966694,0.264032269983585,0.230246424020763,0.654799996088111,0.373385112776977,0.369142068485387,0.521044440366172,0.312818217835078,0.510556126101629,0.276102072842784,0.381247813891789,0.589743570541361,0.263556337337548,0.481575564573411,0.590104186222782,0.587434509939515,0.566159500412416,0.327276712542886,0.290405566390775,0.423900064828718,0.284781628820157,0.299826466537026,0.534368899595141,0.338659096862864,0.280093172076085,0.590104186222782,0.466142957157774,0.590104186222782,0.254112616661807,0.353476749869834,0.441199024056502,0.36186398901608,0.273034099806871,0.400997236034169,0.410942756413697,0.371497747002968,0.30067273320766,0.428358656636152,0.484973939170572,0.412764077655686,0.59379893303627,0.33332277253935,0.293090753589413,0.412340340217296,0.399698710759749,0.409022988378121,0.250492797230747,0.474843229363892,0.465702791137236,0.29207564750681,0.403048592894069,0.341265148920693,0.379013200262706,0.37793063753045,0.390382642190307,0.348691907655028,0.392923040295481,0.366446024534751
"hsa-miR-150-5p",0.0825218527805655,0.404707173423926,0,0.138379008874748,0.222285407402043,0.480503695091489,0.78989364792459,0,0.0568614110489104,1,0.561022959218547,0,0.0357821745306531,0.755438942596358,0.720765218247065,0.437082210975829,0.792373071479882,0.148401546841394,0.395060171562514,0.0177817996233044,0.737575048565121,0.166020459649395,0.1657695173357,0,0.702813449365002,0.128279684245057,0.571268331934765,0.513018526494504,0.537127920513259,0.161744360491385,0.812510123121442,0.176613006045899,0.16430343395573,0.625064715822315,0.232762034795697,0.237691798661388,0.368229660479199,0,0.399832329344568,0.000238700031698297,0.278235790756611,0.584398731592208,0.134149496661157,0.388398197269036,0.530995298603086,0.510819656443427,0.474301384075182,0.183851927629614,0.0958591832146376,0.314640763721952,0.0627672909896201,0.171759786944662,0.4117562405813,0.204501480196718,0.0417539004237208,0.506065019909035,0.364055346150521,0.57284143035879,0.0892932181586323,0.209246177177149,0.315161538123231,0.235218230412955,0.0760203316711897,0.280601932514474,0.283339520671534,0.239767189082143,0.141131023620866,0.31182621974192,0.362652148890234,0.29358933122576,0.544712522009731,0.124752095933972,0.107454342592529,0.285352334615138,0.278455131913022,0.280838611888145,0.0786067553290913,0.367974528042754,0.359508895984382,0.114640013851281,0.278160507747499,0.178365064043796,0.262653739165741,0.239922973116148,0.250172916886826,0.207416702892658,0.260771920126094,0.237249383358151
"hsa-miR-302c-3p",0.22598242742785,0.60737168777177,0.39517932816197,0.275712142393841,0.417976349087392,0.696587221565376,0.588047869320578,0.393817809890067,0.345938973877942,1,0.761603023551206,0.325744848097342,0,0.90788447018562,0.533848950532084,0.607197927297357,0.868727104558637,0.29674254171211,0.582223892791014,0.404930612401874,0.538726302385377,0.325907744253356,0.361620845430527,0.236321990022961,0.528597708039629,0.230279394125964,0.755075175850854,0.650546519787781,0.7070749498777,0.265983838103016,0.883097478831353,0.358633556109734,0.238826408994203,0.595689189598617,0.452262128624045,0.406987171389649,0.544687540712003,0.38088325175925,0.608183273754322,0.289059631820839,0.432861023274221,0.712689254797797,0.3295038795297,0.571870430677394,0.717279737419968,0.71112043538128,0.658547211956875,0.390027399009947,0.326205697726776,0.489740905057022,0.309051395694181,0.360866523589398,0.583112299216818,0.39751308187152,0.315446035127639,0.68949698166069,0.527788227049301,0.736293079203864,0.299554423084102,0.403949757738739,0.495308951273075,0.419895655436492,0.317356995746859,0.464374797939751,0.469519716794289,0.426328073015469,0.35841502608228,0.489538734530613,0.546887953865349,0.476772709002188,0.638910781514087,0.380685370097387,0.327921992362489,0.470443080657811,0.460347542813613,0.462455047945298,0.299834232913676,0.550798207623679,0.541517268647675,0.336647173274479,0.461385345897862,0.385342552525928,0.436771258594166,0.428445428433816,0.444678725665405,0.400697193600269,0.449354077020617,0.41892970262425
"hsa-miR-3613-3p",0,0.514901396432681,0.250859417038036,0.108679024976976,0.215057275895779,0.646261655726126,0.747075824133027,0.254396825079315,0.243500112484987,1,0.809229336078465,0.194178723631075,0,0.649266226358569,0.51172329530443,0.619135669588832,0.682726417914563,0.136508073306302,0.499944817035489,0.258958590641382,0.461369076167732,0.143967135136731,0.24319590955608,0,0.433129712972539,0.0171912308600171,0.937623274174811,0.694355227330216,0.842041927636024,0.111696381983845,0.684720150751357,0.157696099763054,0.0967436328399714,0.523895132215682,0.286128857583772,0.290222339820833,0.435705907717609,0.235629207017622,0.506660980999112,0.168967780548916,0.145685295260374,0.494789408417977,0.215924925173667,0.457741430215027,0.575703341314272,0.575703341314272,0.575703341314272,0.262567328575701,0.215924925173667,0.370982395403104,0.209238194200241,0.258277821724281,0.495222979374656,0.237401669405121,0.187049839629896,0.575703341314272,0.444599199792902,0.507206759734408,0.162968838853147,0.268899431044157,0.381270122221477,0.270079317666886,0.190724105222439,0.328296687517396,0.337316802873814,0.288597888896236,0.220343949931648,0.37449024326936,0.428423605717824,0.34620355343043,0.536494207292879,0.248829670485266,0.187754320985684,0.344695560290171,0.328111216855601,0.337526154780873,0.18255113130532,0.428546295958794,0.420650960953622,0.197221699930585,0.332417357377254,0.250859417038036,0.292582612849544,0.301196349675098,0.318438765433098,0.259081687298838,0.320365304341506,0.279310184907682
"hsa-miR-10a-5p",0,0.567487513159322,0.34739131369669,0.239107291713167,0.480530091792517,0.588917402605295,0.71618089867897,0.339447132645869,0.345080641251302,1,0.825754165534487,0.282546751206153,0.24955010106802,0.836345586475007,0.689830365562999,0.540512186982323,0.80900887610067,0.333483170739546,0.53654781761841,0.38003230400979,0.695893163093574,0.33267120386537,0.364515822368367,0.1893906887985,0.653585665825038,0.234641999331716,0.796142887770352,0.694745812365605,0.721843339343289,0.308803541730752,0.803924175256569,0.391252824386325,0.337912773316614,0.621301635019719,0.49880846809867,0.409297620544276,0.599632533264833,0.324633456584728,0.541833522424849,0.283392956677491,0.429989080586763,0.645937786020264,0.354012889863432,0.514639718377745,0.651526729885811,0.638740068650546,0.591687948735965,0.406585420768445,0.3255283707381,0.471817598482346,0.301997382200492,0.370438663828008,0.575502737339067,0.420831541163469,0.29653853326901,0.630587500638201,0.505229049941036,0.652155813366475,0.328860975588578,0.412395099464341,0.492685093365718,0.433468093602984,0.315887943710121,0.476693432906523,0.476930134847155,0.443750000686277,0.367470909193422,0.486007177176704,0.52755517465848,0.488773523722314,0.630607712793715,0.381909044725064,0.335244182467335,0.4807605453119,0.463045067847741,0.45783247481344,0.30265760995788,0.555228738565907,0.523562361095617,0.342933998506499,0.467495934992562,0.398762136427508,0.43460297534419,0.441802710315546,0.471271143534824,0.405776008961762,0.469350003835343,0.418848326270586
"hsa-miR-302d-3p",0.211203541743304,0.634097381735484,0.391982722728734,0.284880678677403,0.416637030481732,0.73036765136428,0.600866222736358,0.393212460936833,0.350629235529759,1,0.832445626777105,0.323783732671409,0,0.671503931153369,0.531156254819655,0.713039906161281,0.664351973822345,0.308672384237778,0.570715154954151,0.406841139068917,0.549694836839461,0.342431547733734,0.366373064640288,0.212670436539363,0.530986068377273,0.22194891997818,0.850471293855504,0.725751036157677,0.817168645184452,0.291689445531086,0.68034887504578,0.359925468903535,0.263366616568963,0.590046722391854,0.462361788199631,0.402469414297659,0.548039462836814,0.381497287670876,0.616931775981869,0.291142100866438,0.416517452743881,0.628722904277274,0.338742803015428,0.547422971231022,0.651546904479231,0.641649421992382,0.61801071381046,0.401403735654309,0.331707489010095,0.478480560033788,0.308915534475282,0.373265373732819,0.561721297581562,0.405011420952567,0.317890866989834,0.628722904277274,0.513339765359342,0.641649421992382,0.308672384237778,0.407244442760761,0.485316808672855,0.416982494503736,0.321991738134702,0.458985826082762,0.464564147694144,0.425216866518747,0.365401975946557,0.478332494741114,0.528850612944543,0.470316688027296,0.608124543580088,0.385558733689042,0.334885741002614,0.464780127516729,0.453774240446733,0.456118883507903,0.304079934761566,0.536119078253889,0.521645672252855,0.343106743567867,0.455750019488191,0.391539655999611,0.429195618646621,0.429060189194537,0.445896256706618,0.402388981913072,0.447680905994101,0.416979890269881
"hsa-miR-520b",0.216373120475082,0.661673161788126,0.400151338425958,0.276814528232277,0.406648849092886,0.725627793962095,0.56102697904118,0.400588100062816,0.345253804467742,1,0.831533971168502,0.327308100984698,0,0.593553221634277,0.516714499746974,0.702041034417278,0.600635243630676,0.29746026392059,0.662736036339093,0.409610178689977,0.531691829081056,0.32302334196539,0.356179678641405,0.228722756677224,0.515324119209411,0.228722756677224,0.855503037166921,0.737320371257415,0.819354266380857,0.271969394043474,0.59463386892595,0.346299349608275,0.24591340030221,0.569700383416543,0.444288347306199,0.367662012192556,0.537130377157612,0.388223959783497,0.65424921168475,0.283185925049917,0.398000625575463,0.615746204945939,0.332228807816449,0.54661140888466,0.6540642562881,0.640516216766901,0.622141254363721,0.389142227999213,0.324862182029229,0.466962607843483,0.305257854904051,0.359732803838919,0.557459242885576,0.392615203774395,0.312710228920228,0.627283818300919,0.505660759661091,0.627283818300919,0.300632674451056,0.39851135170817,0.475919586072075,0.400995178835434,0.316034441597897,0.444738005926657,0.453017727561268,0.411537606385553,0.355991245652562,0.467860806852111,0.522239776469585,0.456136524597981,0.600690054229869,0.378746415381158,0.326367970116216,0.454169366387333,0.441406111285237,0.446920746846734,0.299810297098811,0.52532542372644,0.512201711900861,0.334662314343624,0.444304915584151,0.38167228507096,0.417395473701298,0.417735379167298,0.434306762052695,0.393077508326959,0.434690125849432,0.406208385791425
"hsa-miR-520a-3p",0,0.572017582007364,0.248742121238374,0.139103327697917,0.234635598087427,0.717702057686698,0.531266544565384,0.25968814021451,0.262191679261726,1,0.835703830405488,0.141436283983882,0,0.587931672414687,0.462723654264337,0.521573471579619,0.602968385155563,0.194213042119838,0.49002529188519,0.271522247453798,0.488442222628662,0.233234922536737,0.271453361309555,0.0586678335447595,0.430635286354707,0.120473990330574,0.636676357400985,0.584219051465555,0.620099254936671,0.19165638599624,0.599145257699097,0.198505774092122,0.161426412170609,0.513179947207796,0.268378822442276,0.339057007529049,0.46888999883908,0.234733232811976,0.545825765037224,0.156117589846877,0.324762924095979,0.633882171371777,0.241746590416408,0.464539791692487,0.712453503237448,0.708184945711733,0.611900119159734,0.284884766492107,0.22510671868207,0.374106981842621,0.205156577450389,0.268958187884622,0.496475738505894,0.282542423271754,0.177650790038084,0.675839157691863,0.387682388432286,0.681232291741209,0.178469449970319,0.298790098786312,0.400350098323899,0.309403521463911,0.194990033447701,0.364007116124147,0.372506188089533,0.319346740906437,0.243722813682002,0.386908304702548,0.460284818728829,0.380955632161038,0.568566265935564,0.27005537210816,0.201981177789793,0.364253521889096,0.359271807167972,0.366623373836429,0.1874706517416,0.46028572895114,0.4456076053218,0.2119623170402,0.359774490416319,0.280890158132238,0.325082191685053,0.327669626431547,0.343294718017345,0.289958973388891,0.34765637481324,0.313089559464141
"hsa-miR-6867-5p",0.312422982661608,0.530930200085179,0.367853304093858,0.314590494148005,0.392757875690603,0.628401483903037,0.861019460878118,0.350066542438163,0.239805688745042,1,0.659763860705109,0.336631465386479,0,0.80657390943969,0.766194012484237,0.659763860705109,0.843622602874024,0.273705589923726,0.522954642793395,0.373632993082558,0.799176263334731,0.257878898170016,0.252006534821121,0.220953337062027,0.781088456755735,0.212405414826416,0.672899204274084,0.615206002569809,0.647659697815177,0.23400549320766,0.861688448276188,0.340049203796781,0.23400549320766,0.492224206222211,0.39120252592643,0.471427417008788,0.462721967335475,0.353417933945234,0.517553616449143,0.325945706312488,0.515088469164751,0.598494864187385,0.335721329359085,0.503847445447101,0.59784044179108,0.582332298654798,0.548585245776981,0.375135859688508,0.344362224154893,0.444155693124827,0.340728886518704,0.34861471717589,0.505566087616362,0.390520791068249,0.339726402953522,0.57126171545647,0.421177515024449,0.60128343226051,0.318186719032563,0.393076346730996,0.456409441213109,0.415814038497707,0.332380407177458,0.452254361797765,0.449594893274981,0.415668921336798,0.352162124314534,0.454000798378675,0.499466588538463,0.462754040204392,0.569388648914885,0.369923309898699,0.345388565153431,0.437724584514695,0.445806821345688,0.441170388995432,0.30768693799218,0.509676774435376,0.500866751354474,0.346297700709423,0.440518144976139,0.379606368687798,0.427235158247411,0.414128696821426,0.421105836192358,0.389926366651866,0.430269331667921,0.409898388015414
"hsa-miR-508-5p",0.237949277135849,0.580789038257526,0.429086575532536,0.286626292684907,0.408269729470211,0.94518989107281,0.733780065189113,0.422299218018875,0.356772754767273,0.849554968416839,1,0.352512676347154,0,0.640987954457266,0.659861487570342,0.644449306271902,0.6925862601285,0.304340001898563,0.561397583284144,0.437086610407761,0.621952193129856,0.322483736698735,0.355683309151414,0.200126178972935,0.586637247761788,0.226850789080492,0.823281832048538,0.740914035014904,0.806181812997307,0.296828145851684,0.694274632233687,0.349623862311352,0.27021783498139,0.639231111877678,0.44059137620037,0.366452453693869,0.583298535112138,0.411046693724842,0.574747380171751,0.287402449052895,0.438992270256795,0.658384236953489,0.356231198815699,0.549905255089216,0.729829442960235,0.719963480547062,0.685145529183816,0.399129417644067,0.332158658175012,0.479095703042946,0.307713021355225,0.372822304557952,0.618015672218971,0.412768727327989,0.31872363980689,0.71046921737984,0.506242873174002,0.67747034314866,0.321111489932205,0.415917616753784,0.514005028750694,0.411271778336611,0.329096578371084,0.464957927036549,0.482838128434986,0.42509319473707,0.371198078119582,0.493611535502764,0.569657450082832,0.47869243180729,0.655440722200934,0.391332662807718,0.338529443432145,0.47698328765149,0.464564568238174,0.480589316876802,0.313765323817362,0.55582200335396,0.545358059106875,0.349735698473668,0.468013393549695,0.395710605480555,0.429997218199376,0.438387360560308,0.459769661477491,0.405693608174638,0.455968709949641,0.420523443041081
"hsa-miR-30b-5p",0,0.341544301100698,0.171241088148613,0.0333161367792437,0.18104168455223,0.630783355450711,0.52614006028193,0.17125149570479,0.16949830615483,1,0.740115564036863,0.118094133311544,0,0.52614006028193,0.469301767825838,0.403351917281592,0.52614006028193,0.0362690412362827,0.299199787971802,0.177980638949888,0.464512007886986,0,0.128717276724761,0,0.411803705291036,0,0.75393603719681,0.632630681785671,0.729175357936208,0,0.532406558998408,0.138406859898749,0.0664263293999335,0.435021935360137,0.168196312718899,0.222938030318646,0.376315384981948,0.151149550994935,0.311690106029158,0.0955409301669134,0.218614058909537,0.535852216995369,0.138712078905655,0.356406119209236,0.589499386419686,0.5696570562134,0.479256584267536,0.165696697700121,0.125601592280125,0.280983914705238,0.122352759529362,0.16508823649852,0.406190695594217,0.166529860149053,0.10333732597205,0.546252003370078,0.328130460253473,0.548224745409631,0.099479833991304,0.195111004330325,0.314172176918712,0.211902902445871,0.10645778793383,0.256909722774016,0.266753107294641,0.222671185377968,0.133809249924895,0.310012799318311,0.353070794649761,0.274566753955878,0.48080141326266,0.168053237641764,0.109760896241586,0.270228605597597,0.259576088452692,0.271779960719133,0.0964664187805211,0.364234934875207,0.356840720634043,0.113879293902463,0.262786306953303,0.174622097169633,0.232069398508175,0.229443968300972,0.245061596532757,0.188749653022638,0.249259357585805,0.21272478749445
"hsa-miR-186-3p",0.212025483512481,0.637480138180849,0.463590822397856,0.339566681861715,0.458691416843631,0.713430607342261,1,0.445238052225644,0.33496220256311,0.996065083642772,0.788670881826215,0.28052233362653,0,0.855734515816032,0.556782918682711,0.636610481170453,0.955032305736276,0.356589270309754,0.609246755550444,0.46012113225681,0.563650052675347,0.380270843615569,0.395607382882692,0.225976997982443,0.555334511906236,0.251665967937523,0.849903072252553,0.675830057762094,0.81219825222332,0.358559016347751,0.963390830732181,0.405574633941588,0.334432066461599,0.878405349490384,0.454704010753467,0.379070124242531,0.57985440688716,0.446542451458052,0.643987986565511,0.31872696483531,0.446209868726757,0.710510913269166,0.365270400322215,0.62267520655448,0.715081573649958,0.715081573649958,0.705120106666101,0.438225062790302,0.361457150395885,0.535078291141475,0.333252235305628,0.416017810779902,0.61437161509362,0.431242913803916,0.355444113649736,0.715081573649958,0.590992201651282,0.715081573649958,0.331755235375064,0.444503180179783,0.5365081816916,0.443300876199184,0.353304555130513,0.492743370052459,0.504235599992888,0.45552139436538,0.396994489385038,0.529551649203534,0.580780910442448,0.505746705272051,0.675278576528111,0.422910817250106,0.368067497545866,0.509097070515982,0.494390791201427,0.503805360830122,0.324867430033009,0.577809310593259,0.575517184978455,0.379630911175659,0.497591737377672,0.421994285072198,0.47478603940895,0.465204964268961,0.478383602081721,0.439838590519997,0.481518087947809,0.455670569129933
